deskripsi,komentar,menatap,memegang
"berjalan di seberang jalan di CP, beberapa anak laki-laki datang dengan sepeda dan mereka merebut dupatta-nya dan itu sangat menyakitkan sehingga dia tidak keluar dari rumahnya selama 2 bulan, dia sangat tertekan",1,0,0
"Kebanyakan terjadi di dalam bus, ketika datang dari kampus dengan bus DTC, seorang pria secara tidak senonoh mengekspos bagian pribadinya, itu benar-benar menjijikkan! Itu terjadi pada sore hari.",0,0,1
"ketika teman saya kembali dari sekolah, dia mendapat komentar dari beberapa kelompok anak laki-laki setempat.",1,0,0
Biasanya dilecehkan atau ditatap oleh seseorang atau diejek oleh seseorang.,1,1,1
berkomentar,1,0,0
Usia 16 tahun Jenis pelecehan Ekspresi wajah di pasar Leh pada tahun 2015 (siang hari) Mengambil gambar di pasar Leh pada tahun 2015 (malam) Catcall di sekolah di Leh pada tahun 2016 (siang hari),0,1,0
salah satu teman saya pernah diejek,1,0,0
"Ogling / Ekspresi Wajah, Mengomentari",1,1,0
"Saya pergi ke pasar untuk makan sesuatu dengan saudara perempuan saya di malam hari. dalam perjalanan pulang, seorang pria mulai mengikuti kami, kami berlari pulang. ketika kami memberi tahu ibu kami tentang hal itu, dia menyalahkan kami karena mengundang ini pada diri kami sendiri.",0,0,0
Ada banyak kerumunan dan seorang pria merasa kasihan pada temanku,0,0,1
"Saya akan bekerja ketika saya melihat seorang pria dari lingkungan saya mendekati saya. dia menanyakan nama saya, ketika saya menolak, dia menghalangi jalan saya dan terus menatap saya. saya mendorongnya dan pergi",1,0,1
SAYA BERDIRI DI SANA DENGAN TEMAN SAYA DAN KAMI MAKAN ES KRIM. KELOMPOK ANAK LAKI-LAKI DATANG DAN DILALUI KAMI. MEREKA PERGI SEDIKIT JAUH DAN BERHENTI. MAKA SEMUA MEREKA MULAI BERBINTANG DI KAMI. SETELAH BEBERAPA MENIT KITA SEMUA MENINGGALKAN TEMPAT.,0,1,0
Saya berada di dalam bus dan ada pria ini yang dengan sengaja menimpa saya dan menyentuh saya secara tidak tepat sebagai alasan.,0,0,1
SAYA DIKomentari Dan bersiul di sore hari,1,1,0
Survei ini dilakukan oleh safecity (Red Dot Foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,1,1,0
"Saya pergi menemui pacar saya ke perguruan tinggi itu di mana sekelompok pria berdiri di dekat gerbang perguruan tinggi dan mungkin jika mereka menemukan yang menarik, mereka mengikutinya sampai dia mencapai kelasnya atau di mana pun di perguruan tinggi dan begitu pula yang terjadi dengan saya dan Seluruh pengikut bahkan memberikan beberapa komentar dan melakukan pembentukan tubuh.",1,1,0
Saya menyaksikan seorang gadis berusia 9 tahun dikedipkan mata oleh seorang gadis berusia 22 tahun.,1,0,0
Orang-orang memberikan komentar buruk tentang gaun seorang gadis yang lewat di dekatnya. Itu terjadi pada malam hari di metro (pitampura),1,0,0
teman saya berdiri di suatu tempat di kota model dan melihat seseorang mengklik fotonya. Meskipun dia tidak yakin bahwa mereka hanya mengklik fotonya tetapi ekspresi mereka membuatnya cukup jelas.,0,0,0
"Karena sifat pekerjaan korban yang membuatnya pulang terlambat, pada suatu kesempatan beberapa anak laki-laki memojokkannya, memukulinya, memperkosanya dan mengambil ponsel serta tasnya. Dia mengenali salah satu dari mereka. Kami telah mencari anak laki-laki tetapi tidak berhasil.",0,0,0
"Rantai menyambar, dan orang-orang itu membuat komentar yang tidak masuk akal, dan ekspresi wajah yang tidak senonoh",1,1,0
Saya sedang berjalan menuju stasiun metro dari kampus ketika seorang anak laki-laki yang bersepeda mengomentari saya.,0,0,0
Catcalls Mengomentari dan ekspresi wajah yang buruk,1,1,0
"Menyentuh dan meraba-raba di bus DTC pada sore hari, saya berdiri di dalam bus, orang-orang menggosok tubuh mereka ke tubuh saya dan berdiri dengan cara yang ofensif.",0,0,1
"Saat melewati sinyal, seorang pria yang duduk di sepeda memanggil, saya pikir dia meminta bantuan tetapi ketika saya pergi dia hanya meminta saya untuk memenuhi keinginannya yang menyedihkan.",1,0,0
Diraba-raba saat jam sibuk sibuk di jembatan stasiun Dadar,1,0,1
beberapa anak laki-laki mengambil video saya dari belakang ketika saya sedang berjalan di jalan,0,0,0
"Dekat stasiun metro paschim vihar timur, jalan biasanya gelap, penerangan buruk dan laki-laki tampaknya mengambil keuntungan yang tidak semestinya baik dengan mengejar atau menyentuh dari belakang. Itu terjadi pada malam hari sekitar jam 6 sore.",0,0,0
wistlinginging bad songstaring,1,1,0
Saya mengenakan gaun pesta. Beberapa orang di jalan bersiul padaku.,0,0,0
Dilecehkan di malam hari,1,0,1
Saya bersama salah satu teman surat saya dan seorang pria menatap saya seolah-olah dia ingin saya mengajak untuk senggama / seks.,0,0,0
Beberapa hari yang lalu saya melihat insiden perampasan rantai di depan Rumah Sakit Ganga Ram.,1,0,0
"kbar main shyam ke wakt market mai ja rahi thi tab vaha bahut bheed thi, tabhi mere piche ek admi chal raha tha usne mujhe gandi tarike se chua",0,0,1
"Kami keluar dari mall sekitar jam 10 malam, kami sedang jalan-jalan dengan teman-teman dan tiba-tiba ada dua orang di punggung mereka mencoba merebut salah satu tas teman saya. Untungnya dia memegangnya erat-erat",0,0,0
Saya ingin berbagi bahwa sekitar setahun yang lalu ketika saya di Manipur ada orang-orang yang berperilaku tidak seperti biasanya.,0,0,0
"Melempar batu kecil pada gadis, berkomentar, bersiul di Dhaulakuan",1,0,0
Saya berada di dalam bus pergi ke perguruan tinggi dan duduk di kursi lorong dan seorang pria datang dan mulai mengacak-acak selangkangannya di bahu saya.,0,0,1
SAYA AKAN MELATIH KETIKA SEORANG PRIA MENYIKAT SAYA,0,0,0
"Sopir taksi tiba-tiba berhenti di jalan yang gelap, menyuruh saya menunggu dan keluar untuk buang air. merasa takut dan rentan",0,0,0
Seorang pria menyentuh saya secara tidak tepat tetapi saya segera pindah.,0,0,1
beberapa anak laki-laki mabuk dan mereka mengikuti saya di dekat halte bus kampus kirori mal ketika saya kembali ke PG saya setelah menghadiri suatu acara di kampus ramjas.,0,0,0
Saya dilecehkan di komunitas saya (Indira Nagar),1,0,0
"saya telah pergi ke studio foto untuk mendapatkan gambar ukuran paspor diklik. Pria itu menyuruh saya untuk mengambilnya keesokan harinya. Ketika saya pergi ke sana keesokan harinya, dia ada di sana sendirian. Dia mengatakan kepada saya bahwa saya cantik dan saya harus berpose untuk foto, ketika saya menolak, dia mulai memaksakan diri pada saya. Saya mendorongnya dan lari. Saya memutuskan untuk tidak memberi tahu siapa pun tentang ini karena mereka hanya akan menyalahkan saya.",0,0,0
"ketika saya akan berbelanja, seorang pria mengikuti saya",0,0,0
Saya tersentuh di punggung saya. Bus itu penuh sesak dengan banyak orang jadi saya tidak tahu siapa yang melakukannya.,0,0,1
orang-orang bersiul dan memberikan komentar murahan.,0,0,0
diganggu oleh sopir bus,0,0,0
Seorang anak laki-laki menyentuh punggung saya dengan cara yang tidak tepat. Itu terjadi pada malam hari di pasar Jumat di dakshinpuri.,0,0,1
itu terjadi di malam hari,1,0,0
tersentuh oleh seorang anak laki-laki,1,0,0
"Suatu ketika saat berjalan melintasi jembatan, teman saya didorong dan didorong dan orang asing itu memegangi dadanya.",1,1,0
"Ketika berada di microbus, seorang pria menunjukkan bagian pribadinya kepada saya karena tidak ada seorang pun kecuali kami berdua dan bus serta condustor ada di kursi depan.",0,0,0
"Beberapa pria mencoba menganiaya saya, dan mencoba membawa saya ke mobil mereka",0,0,0
Menguntit,0,0,0
"Saya akan kembali dari pembinaan saya ke saya, sekelompok 34 anak laki-laki berdiri dan berkomentar dengan liar meminta saya untuk menemani mereka",1,0,0
Dilecehkan dan dilecehkan di konter khusus untuk wanita sambil memperbarui izin kelas satu. Pria di belakang ingin membeli tiketnya dan meminta saya menunggu di belakang. Ketika saya menolak dia melecehkan dan mencoba mendorong saya. Dia juga mencoba menguntit saya di stasiun borivali yang ketika saya mengambil fotonya dan dia mulai membuat gerakan cabul.,1,1,0
"Sekelompok perusuh sedang mengklik foto-foto saya dan teman-teman saya. Ketika kami mendekati mereka dan meminta mereka untuk berhenti, mereka menyiksa kami.",0,0,0
ini adalah area yang aneh. kebanyakan kelompok berpenghasilan rendah,0,0,1
Sekelompok pria yang terdiri dari tiga orang memberikan komentar tentang seorang gadis di sebuah toko. Mereka hampir memojokkannya. Itu terjadi pada sore hari sekitar jam 23 malam.,1,1,0
Pria berusia antara 3040 mencoba menyentuh bagian pribadi saya dengan menyembunyikan tangannya di balik tasnya.,0,0,1
"Ada beberapa orang yang memberikan komentar seperti quotchinkiquot dan tertawa, itu terjadi di malam hari.",1,0,0
Seseorang menepuk punggungku saat bepergian dengan kereta,1,0,0
"Menguntit, Menatap, Meraba-raba, Mengundang Seksual",0,0,1
pelecehan di jalan,1,1,0
Catcall sepanjang hari.,0,0,0
Seorang pria yang tidak saya kenal terus mengikutiku dan meminta ciuman.,0,0,0
ima girl .... ketika saya akan pergi untuk sekolah di pagi hari seorang pria paruh baya .... mencoba untuk menyentuh saya dan menamparnya n lari awY N tidak pernah menggunakan cara itu dari hari berikutnya,0,0,1
dalam sebuah matatu dari langata beberapa pria menaiki matatu dan duduk di sampingnya dan terus mengamatinya. dia merasa tidak nyaman karena dia tidak tahu apakah mereka pencuri atau bukan. setelah semua orang mengatakan kepadanya bahwa dia tidak memiliki apa pun yang mereka inginkan seperti orang lain tertawa.,1,0,0
Seorang teman saya diperkosa dan ditinggalkan di semak-semak. Anak-anak sekolah bertemu dengannya terbaring di sana pagi-pagi tak berdaya. Dia dibawa ke rumah sakit oleh simpatisan yang baik. Orang tuanya mendengarnya hanya ketika dia di rumah sakit,0,0,0
"Saat berjalan di jalan, beberapa anak laki-laki mengomentari saya.",1,0,0
"Teman-teman saya dan saya pergi ke jalan Carter dan kami bersenang-senang. Tiba-tiba teman saya melihat seorang pria memotret kami. Jadi kami menghampirinya dan menyuruhnya menunjukkan telepon kepada kami. Dan kami menemukan foto itu, menghapusnya dan menampar pria itu dan pergi.",1,1,1
teman saya dihentikan oleh 2 anak laki-laki yang memaksanya untuk mencium mereka satu per satu,0,0,0
Saya berada di gang gelap ketika seorang pria mendekati saya dari belakang dan menyentuh saya.,0,0,1
"Di perguruan tinggi, teman sekumpulan kami biasa menyanyikan lagu atau mengomentari sosok kami mengundang kencan atau menggoda kami.",1,1,1
orang asing secara acak mendatangi saya dan membuat komentar yang mengerikan di pakaian saya,1,0,0
"Itu terjadi di kampus utara pada sore hari. Saat naik becak, sekelompok anak laki-laki mengikutinya mengerjakan kategori yang dipilih.",1,1,0
dikelilingi oleh grup,1,0,0
"Peristiwa ini terjadi pada September 2009 malam hari. Takdirnya, ketika banyak orang di sana, dalam hiruk pikuk itu saya tersentuh dan diraba-raba.",0,0,1
gadis kecil diganggu oleh orang tua di bus lokal,0,0,1
"Saya pelajar, belajar di perguruan tinggi senior. Saya dan beberapa teman saya yang lain telah menghadapi siksaan dari tangan beberapa anak laki-laki dari perguruan tinggi kami sendiri. anak laki-laki ini berafiliasi dengan beberapa partai politik dan juga sangat berpengaruh. Mereka memanggil nama kami, memberikan komentar yang tidak senonoh, nama kami dengan beberapa pesan seksual telah tertulis di dinding kampus. Kami curiga pada mereka, bagaimana cara mengatasi masalah ini ???",1,1,0
berkomentar dan bersiul,1,0,0
itu sangat buruk.,1,0,0
Waktu 12 malam di jalan Sandhurst seorang gadis diperkosa oleh geng. Semua tahu tentang itu tetapi tidak ada yang angkat bicara karena bocah itu mendukung korporator lokal,0,0,0
"Dalam perjalanan ke perguruan tinggi, terjadi komentar dan mendorong bus DTC.",1,0,0
Seorang kolega melaporkan diikuti oleh 4 pria di dalam mobil yang dimulai di Gedung Maruti Suzuki / Ambience Mall di Jalan Nelson Mandela.,0,1,0
"ketika saya di kelas sepuluh, salah satu teman saya dilecehkan secara seksual. Meskipun dia tidak belajar di sekolah yang sama dengan saya tetapi menceritakan kejadiannya kepada saya. Ketika dia pergi ke toilet, salah satu anak laki-laki yang mengikutinya ke toilet tetapi dia tidak menyadarinya, masuk ke toilet bersamanya. dia mencoba menganiaya dia di toilet tetapi dia berhasil kehabisan toilet. kemudian dia menceritakan hal ini kepada orang lain dan mereka berhasil menghukum bocah itu. dia diambil tindakan oleh administrasi sekolah.",0,0,0
Mengomentari dan menatap secara teratur,1,1,0
Seorang pria mencoba mengikuti kami secara diam-diam dan mulai memberikan komentar di kemudian hari. Itu terjadi pada malam hari.,1,0,0
Kejadian ini terjadi pada 22082010 sekitar pukul 09.00. Sekelompok anak laki-laki berkomentar saat saya bepergian dengan bus.,1,0,0
itu terjadi pada pagi dan sore hari,1,0,0
cowok-cowok sedang mengomentari sekelompok cewek yang memakai kurta``,1,0,0
saya tersentuh di bus mikro,0,0,1
seorang pria memanggil saya hijra dan berkata dia akan melakukan hal-hal buruk kepada saya,1,0,0
23 pria besar datang berjalan ke arah kami menanyakan nama kami dan kemudian menggoda dan mengikuti.,0,1,0
"Rasanya menyebalkan, mendengar komentar murahan dari seorang stanger.",1,0,0
Seorang pria mabuk berkomentar tentang saya dan mencoba untuk mengambil gambar saya di stasiun,1,0,0
Saya mengamati semacam pelecehan di dalam ruang film. gadis itu menyangkal tetapi pria itu dengan paksa menyentuhnya.,0,0,1
orang berdiri di sepanjang jalan dan menatap orang lain,0,1,0
pria itu terus menatapku tanpa alasan,1,0,0
berperilaku buruk,1,0,0
Saya sedang menunggu bus di halte bus di mana sekelompok anak laki-laki datang sangat dekat dengan saya dan mulai berkomentar dan menyanyikan lagu-lagu cinta.,1,0,0
berperilaku buruk,0,0,1
"saya pergi ke pesta dengan teman saya. kami berpakaian bagus hari itu dan ingin pergi ke pesta lebih cepat, jadi kami mengambil jalan pintas melalui taman dda. 3 pria duduk di dekat pintu masuk, mereka mengikuti kami dan kemudian bertingkah laku dengan kami. mereka menyentuh teman saya secara tidak pantas. entah bagaimana kami lolos",0,0,1
"Saat sore hari saat melakukan perjalanan, ada terus menerus menatap dan melirik.",0,1,0
"Saya telah dilecehkan secara seksual oleh kakek saya. Dia menelepon saya untuk membantu mengerjakan pekerjaan rumah saya, tetapi saya tidak menyadari niatnya. Saat itu saya duduk di kelas 5 dan insiden itu membantu saya untuk berhati-hati terhadap orang lain. Dia menekan payudaraku, dia tidak ada lagi sekarang.",0,0,1
"seorang gadis dari perguruan tinggi Shiksyadeep pergi ke rumahnya dari Sathghumti bato. jalannya sangat panjang tetapi tidak ada orang di sekitar. Saat mendekati rumahnya, 5 anak jalanan memperkosanya. dia sangat tidak berdaya saat itu.",0,0,0
seorang gadis diejek ketika dia akan pulang.,0,0,1
"Yang disebut chhokras 'zaman baru' kota memiliki kecenderungan untuk menumpuk di dekat jalan tepi danau ini dan menendang orang-orang yang ditunggangi kendaraan roda dua, terutama wanita.",1,1,0
"Saya dilecehkan di jalur komunitas saya, pakaian saya juga ditarik",0,1,1
di pagi hari di bus seorang anak laki-laki menatap terus menerus selama 2 jam,1,1,0
Saya harus menghadapi seseorang yang bersiul dan memberikan pandangan aneh saat saya berjalan di jalan setapak.,0,0,0
"Eve menggoda Dekat Mc donalds Sektor 14, dwarka",0,0,0
seorang gadis yang kembali dari jalan pagi diejek oleh seorang lelaki tua ... di jembatan,0,0,1
seorang pria berdiri di tengah jalan sedang melakukan masturbasi,0,0,0
"Saya terjepit di a saya ketika saya kembali dari perguruan tinggi, di bus 29C, dan hanya karena saya memiliki dua perhentian, karena saya diberitahu demikian, tidak persis dengan kata-kata itu, dalam bahasa Inggris. Saya bisa saja menamparnya, tetapi kedua tangan saya penuh dan tas saya ada di punggung. Selain itu, 29C juga cukup ramai di malam hari, jadi saya tidak punya cukup ruang untuk melakukan apa pun. Saya berharap ini dihentikan.",1,0,1
Saya sedang menunggu bus saya ketika saya menemukan 2 orang berdiri agak jauh dari saya. pertama-tama mereka bertindak seolah-olah mereka mengklik selfie tetapi kemudian salah satu dari mereka menunjuk ke arah saya dan kemudian saya tahu mereka mengklik gambar saya. jadi saya segera pindah.,0,0,0
Saya laki-laki. ketika saya kembali ke rumah dari gadis sekolah saya mengomentari penampilan saya,1,0,0
orang-orang bersiul.,0,0,0
Saya tersentuh oleh seseorang yang tidak pantas di Zanskar Sani Nasjal,0,0,1
"Ini terjadi pada tanggal 20 Mei ketika kami pergi keluar pada malam hari untuk bersenang-senang. Tiba-tiba, dua pria mendatangi saya dan memaksa saya ke suatu arah. Saya takut pada mereka jadi saya mengikuti mereka dan ketika saya sampai di rumah mereka, saya dipaksa untuk berhubungan seks dengan salah satu pria.",0,0,0
